GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0009672	auxin:proton symporter activity	14	4	0.07	5.5e-07	1.702e-04	F	AT1G23080, AT1G70940, AT2G01420, AT5G65980	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, PILS7_ARATH
GO:0015085	calcium ion transmembrane transporter activity	61	6	0.3	5.8e-07	1.702e-04	F	AT1G42540, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110	GLR33_ARATH, ACA9_ARATH, CAX3_ARATH, ACA10_ARATH, GLR32_ARATH, ACA8_ARATH
GO:0005215	transporter activity	1457	23	7.2	7.2e-07	1.920e-04	F	AT1G08090, AT1G12950, AT1G23080, AT1G42540, AT1G70940, AT1G72160, AT2G01420, AT2G03590, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT3G51895, AT4G15920, AT4G29900, AT4G35100, AT4G35290, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980	NRT21_ARATH, DTX31_ARATH, PIN7_ARATH, GLR33_ARATH, PIN3_ARATH, PATL3_ARATH, PIN4_ARATH, UPS1_ARATH, PUMP5_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, CAX3_ARATH, SUT31_ARATH, SWT17_ARATH, ACA10_ARATH, PIP27_ARATH, GLR32_ARATH, DTX30_ARATH, AAP6_ARATH, ACA8_ARATH, PTR53_ARATH, PILS7_ARATH
GO:0008324	cation transmembrane transporter activity	531	13	2.63	2.4e-06	5.868e-04	F	AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G03590, AT3G18830, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110, AT5G62680, AT5G65980	PIN7_ARATH, GLR33_ARATH, PIN3_ARATH, PIN4_ARATH, UPS1_ARATH, PLT5_ARATH, ACA9_ARATH, CAX3_ARATH, ACA10_ARATH, GLR32_ARATH, ACA8_ARATH, PTR53_ARATH, PILS7_ARATH
GO:0015294	solute:cation symporter activity	129	7	0.64	3.7e-06	8.351e-04	F	AT1G23080, AT1G70940, AT2G01420, AT2G03590, AT3G18830, AT5G62680, AT5G65980	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, UPS1_ARATH, PLT5_ARATH, PTR53_ARATH, PILS7_ARATH
GO:0072509	divalent inorganic cation transmembrane transporter activity	118	6	0.58	2.7e-05	5.658e-03	F	AT1G42540, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110	GLR33_ARATH, ACA9_ARATH, CAX3_ARATH, ACA10_ARATH, GLR32_ARATH, ACA8_ARATH
GO:0080161	auxin transmembrane transporter activity	38	4	0.19	3.7e-05	7.237e-03	F	AT1G23080, AT1G70940, AT2G01420, AT5G65980	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, PILS7_ARATH
GO:0005388	calcium-transporting ATPase activity	16	3	0.08	6.3e-05	1.155e-02	F	AT3G21180, AT4G29900, AT5G57110	ACA9_ARATH, ACA10_ARATH, ACA8_ARATH
GO:0003962	cystathionine gamma-synthase activity	3	2	0.01	7.3e-05	1.260e-02	F	AT1G64660, AT3G01120	MGL_ARATH, CGS1_ARATH
GO:0046592	polyamine oxidase activity	4	2	0.02	0.00014	2.282e-02	F	AT2G43020, AT3G59050	PAO2_ARATH, PAO3_ARATH
GO:0030170	pyridoxal phosphate binding	111	5	0.55	0.00023	3.552e-02	F	AT1G22020, AT1G36370, AT1G64660, AT3G01120, AT3G08860	GLYC6_ARATH, GLYC7_ARATH, MGL_ARATH, CGS1_ARATH, AGT23_ARATH
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	420	9	2.08	0.00025	3.667e-02	F	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G14130, AT4G18990, AT4G25810, AT4G34260, AT5G18670	XTH33_ARATH, XTH28_ARATH, XTH30_ARATH, BAM1_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH, FUCO2_ARATH, BAM9_ARATH
GO:0016758	transferase activity, transferring hexosyl groups	425	9	2.1	0.00027	3.772e-02	F	AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT2G25110, AT4G14130, AT4G18990, AT4G25810, AT5G20410	XTH33_ARATH, XTH28_ARATH, U74B1_ARATH, XTH30_ARATH, SDF2_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH, MGDG2_ARATH
GO:0016491	oxidoreductase activity	1721	20	8.51	3e-04	4.001e-02	F	AT1G44170, AT1G64900, AT1G67290, AT1G69500, AT2G15620, AT2G29150, AT2G34770, AT2G43020, AT3G03470, AT3G26300, AT3G59050, AT4G13250, AT4G19170, AT4G22260, AT4G22890, AT4G26160, AT4G34350, AT4G37760, AT5G39865, AT5G59540	AL3H1_ARATH, C89A2_ARATH, GLOX1_ARATH, C70B1_ARATH, NIR_ARATH, TRNH3_ARATH, FAH1_ARATH, PAO2_ARATH, C89A9_ARATH, C71BV_ARATH, PAO3_ARATH, NYC1_ARATH, CCD4_ARATH, AOX4_ARATH, PGL1A_ARATH, TRL21_ARATH, ISPH_ARATH, ERG16_ARATH, Y5986_ARATH, ACH12_ARATH
GO:0003824	catalytic activity	9816	68	48.54	0.00035	4.401e-02	F	AT1G08510, AT1G08630, AT1G10550, AT1G14720, AT1G19920, AT1G22020, AT1G24100, AT1G32170, AT1G36370, AT1G44170, AT1G64660, AT1G64900, AT1G66150, AT1G67290, AT1G69500, AT1G78140, AT2G01670, AT2G07050, AT2G14960, AT2G15620, AT2G25110, AT2G29150, AT2G34770, AT2G43020, AT3G01120, AT3G03470, AT3G05610, AT3G05970, AT3G08860, AT3G16150, AT3G18040, AT3G21180, AT3G23920, AT3G26300, AT3G51550, AT3G59050, AT3G61600, AT4G12430, AT4G13250, AT4G14130, AT4G18710, AT4G18990, AT4G19010, AT4G19170, AT4G22260, AT4G22590, AT4G22890, AT4G25810, AT4G26160, AT4G29900, AT4G30960, AT4G34260, AT4G34350, AT4G37470, AT4G37760, AT5G10770, AT5G18670, AT5G19770, AT5G19780, AT5G20410, AT5G26751, AT5G27600, AT5G39865, AT5G47240, AT5G49180, AT5G54380, AT5G57110, AT5G59540	FATB_ARATH, THA1_ARATH, XTH33_ARATH, XTH28_ARATH, APS2_ARATH, GLYC6_ARATH, U74B1_ARATH, XTH30_ARATH, GLYC7_ARATH, AL3H1_ARATH, MGL_ARATH, C89A2_ARATH, TMK1_ARATH, GLOX1_ARATH, C70B1_ARATH, Y1814_ARATH, NUD17_ARATH, CAS1_ARATH, GH31_ARATH, NIR_ARATH, SDF2_ARATH, TRNH3_ARATH, FAH1_ARATH, PAO2_ARATH, CGS1_ARATH, C89A9_ARATH, PME21_ARATH, LACS6_ARATH, AGT23_ARATH, ASPGB_ARATH, MPK9_ARATH, ACA9_ARATH, BAM1_ARATH, C71BV_ARATH, FERON_ARATH, PAO3_ARATH, POB1_ARATH, TPPF_ARATH, NYC1_ARATH, XTH15_ARATH, KSG7_ARATH, XTH29_ARATH, 4CLL6_ARATH, CCD4_ARATH, AOX4_ARATH, TPPG_ARATH, PGL1A_ARATH, XTH23_ARATH, TRL21_ARATH, ACA10_ARATH, CIPK6_ARATH, FUCO2_ARATH, ISPH_ARATH, KAI2_ARATH, ERG16_ARATH, ASPA_ARATH, BAM9_ARATH, TBA3_ARATH, TBA3_ARATH, MGDG2_ARATH, KSG1_ARATH, LACS7_ARATH, Y5986_ARATH, NUDT8_ARATH, PME58_ARATH, THE1_ARATH, ACA8_ARATH, ACH12_ARATH
GO:0016647	oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor	6	2	0.03	0.00036	4.401e-02	F	AT2G43020, AT3G59050	PAO2_ARATH, PAO3_ARATH
GO:0010329	auxin efflux transmembrane transporter activity	30	3	0.15	0.00044	5.164e-02	F	AT1G23080, AT1G70940, AT2G01420	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH
GO:0004372	glycine hydroxymethyltransferase activity	7	2	0.03	5e-04	5.642e-02	F	AT1G22020, AT1G36370	GLYC6_ARATH, GLYC7_ARATH
GO:0016798	hydrolase activity, acting on glycosyl bonds	465	9	2.3	0.00052	5.651e-02	F	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G14130, AT4G18990, AT4G25810, AT4G34260, AT5G18670	XTH33_ARATH, XTH28_ARATH, XTH30_ARATH, BAM1_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH, FUCO2_ARATH, BAM9_ARATH
GO:0043167	ion binding	6666	50	32.96	0.00066	6.916e-02	F	AT1G08465, AT1G10200, AT1G19920, AT1G22020, AT1G36370, AT1G64660, AT1G64900, AT1G66150, AT1G68090, AT1G69500, AT1G70810, AT1G76180, AT2G01670, AT2G03590, AT2G15620, AT2G28200, AT2G34770, AT2G36320, AT3G01120, AT3G03470, AT3G05970, AT3G08860, AT3G10330, AT3G18040, AT3G21180, AT3G26300, AT3G28917, AT3G50770, AT3G51550, AT4G15250, AT4G18710, AT4G19010, AT4G19170, AT4G22260, AT4G29900, AT4G30200, AT4G30960, AT4G34350, AT4G37760, AT4G38460, AT5G04340, AT5G19770, AT5G19780, AT5G26751, AT5G27600, AT5G47240, AT5G54380, AT5G57110, AT5G57660, AT5G59540	YAB2_ARATH, WLIM1_ARATH, APS2_ARATH, GLYC6_ARATH, GLYC7_ARATH, MGL_ARATH, C89A2_ARATH, TMK1_ARATH, ANXD5_ARATH, C70B1_ARATH, CAR7_ARATH, ERD14_ARATH, NUD17_ARATH, UPS1_ARATH, NIR_ARATH, ZAT5_ARATH, FAH1_ARATH, SAP4_ARATH, CGS1_ARATH, C89A9_ARATH, LACS6_ARATH, AGT23_ARATH, TF2B2_ARATH, MPK9_ARATH, ACA9_ARATH, C71BV_ARATH, MIF2_ARATH, CML41_ARATH, FERON_ARATH, COL11_ARATH, KSG7_ARATH, 4CLL6_ARATH, CCD4_ARATH, AOX4_ARATH, ACA10_ARATH, VIL2_ARATH, CIPK6_ARATH, ISPH_ARATH, ERG16_ARATH, GGR_ARATH, ZAT6_ARATH, TBA3_ARATH, TBA3_ARATH, KSG1_ARATH, LACS7_ARATH, NUDT8_ARATH, THE1_ARATH, ACA8_ARATH, COL5_ARATH, ACH12_ARATH
GO:0015168	glycerol transmembrane transporter activity	37	3	0.18	0.00081	8.195e-02	F	AT2G36830, AT3G18830, AT4G35100	TIP11_ARATH, PLT5_ARATH, PIP27_ARATH
GO:0016161	beta-amylase activity	9	2	0.04	0.00085	8.313e-02	F	AT3G23920, AT5G18670	BAM1_ARATH, BAM9_ARATH
GO:0004467	long-chain fatty acid-CoA ligase activity	10	2	0.05	0.00106	1.003e-01	F	AT3G05970, AT5G27600	LACS6_ARATH, LACS7_ARATH
GO:0015166	polyol transmembrane transporter activity	42	3	0.21	0.00118	1.082e-01	F	AT2G36830, AT3G18830, AT4G35100	TIP11_ARATH, PLT5_ARATH, PIP27_ARATH
GO:0015562	efflux transmembrane transporter activity	43	3	0.21	0.00126	1.120e-01	F	AT1G23080, AT1G70940, AT2G01420	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH
GO:0015645	fatty acid ligase activity	11	2	0.05	0.0013	1.122e-01	F	AT3G05970, AT5G27600	LACS6_ARATH, LACS7_ARATH
GO:0015665	alcohol transmembrane transporter activity	45	3	0.22	0.00144	1.207e-01	F	AT2G36830, AT3G18830, AT4G35100	TIP11_ARATH, PLT5_ARATH, PIP27_ARATH
GO:0015662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	49	3	0.24	0.00184	1.500e-01	F	AT3G21180, AT4G29900, AT5G57110	ACA9_ARATH, ACA10_ARATH, ACA8_ARATH
GO:0046873	metal ion transmembrane transporter activity	261	6	1.29	0.00193	1.530e-01	F	AT1G42540, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110	GLR33_ARATH, ACA9_ARATH, CAX3_ARATH, ACA10_ARATH, GLR32_ARATH, ACA8_ARATH
GO:0016877	ligase activity, forming carbon-sulfur bonds	51	3	0.25	0.00207	1.555e-01	F	AT3G05970, AT4G19010, AT5G27600	LACS6_ARATH, 4CLL6_ARATH, LACS7_ARATH
GO:1901618	organic hydroxy compound transmembrane transporter activity	51	3	0.25	0.00207	1.555e-01	F	AT2G36830, AT3G18830, AT4G35100	TIP11_ARATH, PLT5_ARATH, PIP27_ARATH
GO:0016742	hydroxymethyl-, formyl- and related transferase activity	14	2	0.07	0.00212	1.555e-01	F	AT1G22020, AT1G36370	GLYC6_ARATH, GLYC7_ARATH
GO:0004805	trehalose-phosphatase activity	15	2	0.07	0.00244	1.746e-01	F	AT4G12430, AT4G22590	TPPF_ARATH, TPPG_ARATH
GO:0042802	identical protein binding	279	6	1.38	0.0027	1.886e-01	F	AT2G35940, AT3G08860, AT3G28917, AT3G61600, AT4G22890, AT4G30200	BLH1_ARATH, AGT23_ARATH, MIF2_ARATH, POB1_ARATH, PGL1A_ARATH, VIL2_ARATH
GO:0016160	amylase activity	17	2	0.08	0.00314	2.105e-01	F	AT3G23920, AT5G18670	BAM1_ARATH, BAM9_ARATH
GO:0004970	ionotropic glutamate receptor activity	20	2	0.1	0.00435	2.105e-01	F	AT1G42540, AT4G35290	GLR33_ARATH, GLR32_ARATH
GO:0005230	extracellular ligand-gated ion channel activity	20	2	0.1	0.00435	2.105e-01	F	AT1G42540, AT4G35290	GLR33_ARATH, GLR32_ARATH
GO:0008066	glutamate receptor activity	20	2	0.1	0.00435	2.105e-01	F	AT1G42540, AT4G35290	GLR33_ARATH, GLR32_ARATH
GO:0004888	transmembrane signaling receptor activity	67	3	0.33	0.00449	2.105e-01	F	AT1G42540, AT1G66150, AT4G35290	GLR33_ARATH, TMK1_ARATH, GLR32_ARATH
GO:0046982	protein heterodimerization activity	136	4	0.67	0.00471	2.105e-01	F	AT1G75390, AT2G35940, AT3G61600, AT4G14540	BZP44_ARATH, BLH1_ARATH, POB1_ARATH, NFYB3_ARATH
GO:0042887	amide transmembrane transporter activity	22	2	0.11	0.00525	2.170e-01	F	AT2G03590, AT2G36830	UPS1_ARATH, TIP11_ARATH
GO:1901682	sulfur compound transmembrane transporter activity	22	2	0.11	0.00525	2.170e-01	F	AT3G51895, AT5G62680	SUT31_ARATH, PTR53_ARATH
GO:0016757	transferase activity, transferring glycosyl groups	669	9	3.31	0.00612	2.474e-01	F	AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT2G25110, AT4G14130, AT4G18990, AT4G25810, AT5G20410	XTH33_ARATH, XTH28_ARATH, U74B1_ARATH, XTH30_ARATH, SDF2_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH, MGDG2_ARATH
GO:0005217	intracellular ligand-gated ion channel activity	24	2	0.12	0.00624	2.474e-01	F	AT1G42540, AT4G35290	GLR33_ARATH, GLR32_ARATH
GO:0051015	actin filament binding	24	2	0.12	0.00624	2.474e-01	F	AT1G10200, AT1G68090	WLIM1_ARATH, ANXD5_ARATH
GO:0022838	substrate-specific channel activity	151	4	0.75	0.00679	2.656e-01	F	AT1G42540, AT2G36830, AT4G35100, AT4G35290	GLR33_ARATH, TIP11_ARATH, PIP27_ARATH, GLR32_ARATH
GO:0046872	metal ion binding	3868	30	19.13	0.00724	2.795e-01	F	AT1G08465, AT1G10200, AT1G64900, AT1G68090, AT1G69500, AT1G70810, AT1G76180, AT2G01670, AT2G15620, AT2G28200, AT2G34770, AT2G36320, AT3G03470, AT3G10330, AT3G21180, AT3G26300, AT3G28917, AT3G50770, AT4G15250, AT4G19170, AT4G22260, AT4G29900, AT4G30200, AT4G34350, AT4G38460, AT5G04340, AT5G47240, AT5G57110, AT5G57660, AT5G59540	YAB2_ARATH, WLIM1_ARATH, C89A2_ARATH, ANXD5_ARATH, C70B1_ARATH, CAR7_ARATH, ERD14_ARATH, NUD17_ARATH, NIR_ARATH, ZAT5_ARATH, FAH1_ARATH, SAP4_ARATH, C89A9_ARATH, TF2B2_ARATH, ACA9_ARATH, C71BV_ARATH, MIF2_ARATH, CML41_ARATH, COL11_ARATH, CCD4_ARATH, AOX4_ARATH, ACA10_ARATH, VIL2_ARATH, ISPH_ARATH, GGR_ARATH, ZAT6_ARATH, NUDT8_ARATH, ACA8_ARATH, COL5_ARATH, ACH12_ARATH
GO:0043169	cation binding	3885	30	19.21	0.0077	2.934e-01	F	AT1G08465, AT1G10200, AT1G64900, AT1G68090, AT1G69500, AT1G70810, AT1G76180, AT2G01670, AT2G15620, AT2G28200, AT2G34770, AT2G36320, AT3G03470, AT3G10330, AT3G21180, AT3G26300, AT3G28917, AT3G50770, AT4G15250, AT4G19170, AT4G22260, AT4G29900, AT4G30200, AT4G34350, AT4G38460, AT5G04340, AT5G47240, AT5G57110, AT5G57660, AT5G59540	YAB2_ARATH, WLIM1_ARATH, C89A2_ARATH, ANXD5_ARATH, C70B1_ARATH, CAR7_ARATH, ERD14_ARATH, NUD17_ARATH, NIR_ARATH, ZAT5_ARATH, FAH1_ARATH, SAP4_ARATH, C89A9_ARATH, TF2B2_ARATH, ACA9_ARATH, C71BV_ARATH, MIF2_ARATH, CML41_ARATH, COL11_ARATH, CCD4_ARATH, AOX4_ARATH, ACA10_ARATH, VIL2_ARATH, ISPH_ARATH, GGR_ARATH, ZAT6_ARATH, NUDT8_ARATH, ACA8_ARATH, COL5_ARATH, ACH12_ARATH
GO:0019829	cation-transporting ATPase activity	85	3	0.42	0.00869	3.218e-01	F	AT3G21180, AT4G29900, AT5G57110	ACA9_ARATH, ACA10_ARATH, ACA8_ARATH
GO:0019203	carbohydrate phosphatase activity	29	2	0.14	0.00903	3.218e-01	F	AT4G12430, AT4G22590	TPPF_ARATH, TPPG_ARATH
GO:0015144	carbohydrate transmembrane transporter activity	164	4	0.81	0.00903	3.218e-01	F	AT2G36830, AT3G18830, AT4G15920, AT4G35100	TIP11_ARATH, PLT5_ARATH, SWT17_ARATH, PIP27_ARATH
GO:1901476	carbohydrate transporter activity	165	4	0.82	0.00922	3.218e-01	F	AT2G36830, AT3G18830, AT4G15920, AT4G35100	TIP11_ARATH, PLT5_ARATH, SWT17_ARATH, PIP27_ARATH
